iter	Logloss
147	0.3724020803
148	0.3720609909
149	0.3718741532
150	0.3717502332
151	0.3716127571
152	0.3714248168
153	0.3712884113
154	0.3710267645
155	0.3708838141
156	0.3706797586
157	0.3703506462
158	0.3700376545
159	0.3697102869
160	0.3694446768
161	0.3692210839
162	0.3691087369
163	0.3688749277
164	0.3686518474
165	0.36857936
166	0.3683322259
167	0.3679621822
168	0.3676775419
169	0.3674890362
170	0.3672878386
171	0.3670528692
172	0.366843177
173	0.366660985
174	0.3663184792
175	0.3662623946
176	0.3660755589
177	0.3659501186
178	0.3657543522
179	0.3656168858
180	0.3654033283
181	0.365166357
182	0.364901256
183	0.3646792105
184	0.3645513348
185	0.3644352177
186	0.3642080718
187	0.3640461591
188	0.3638635473
189	0.3635466232
190	0.3631127665
191	0.3628867959
192	0.3628056368
193	0.3627244601
194	0.3624324573
195	0.362277342
196	0.362115069
197	0.3617684314
198	0.3615964666
199	0.3613134275
200	0.3612427927
201	0.361024265
202	0.3608049873
203	0.3605883852
204	0.3603386949
205	0.360129384
206	0.3600458939
207	0.3598764383
208	0.3597982983
209	0.3596671954
210	0.3595647891
211	0.3594290324
212	0.3592443179
213	0.359126858
214	0.3587320541
215	0.3586465654
216	0.3585564395
217	0.3584199208
218	0.3581768962
219	0.357994619
220	0.3577147894
221	0.3574540043
222	0.3573627015
223	0.3573103543
224	0.3570303687
225	0.3568049689
226	0.3565392789
227	0.3564713092
228	0.3561918033
229	0.3560227364
230	0.3558796404
231	0.355793857
232	0.3556604052
233	0.3555861961
234	0.3554705004
235	0.3553717164
236	0.3552053025
237	0.3550989317
238	0.3550592702
239	0.3546564169
240	0.3545056753
241	0.3543809786
242	0.3542877438
243	0.3539601501
244	0.3537894871
245	0.3536957055
246	0.3535643613
247	0.3535069443
248	0.3533385041
249	0.3531938624
250	0.3530455503
251	0.3528089565
252	0.3526998316
253	0.352600109
254	0.3523951184
255	0.3522461313
256	0.3520958168
257	0.3518552805
258	0.351738544
259	0.3515630106
260	0.3514758904
261	0.3513090394
262	0.3510254286
263	0.3509830687
264	0.3508991983
265	0.3507887648
266	0.3505487481
267	0.3504918315
268	0.3503714982
269	0.3501559827
270	0.3500725492
271	0.3499881237
272	0.3499004662
273	0.3497933532
274	0.3496229186
275	0.3494302574
276	0.3493303324
277	0.3491777111
278	0.3490186466
279	0.3488631899
280	0.3488135264
281	0.348742942
282	0.3484772626
283	0.3484586419
284	0.3483415477
285	0.348105185
286	0.3479739245
287	0.3477970933
288	0.3476666969
289	0.3475715925
290	0.3474867281
291	0.3472934042
292	0.3471101537
293	0.3470197444
294	0.3468675921
295	0.3468053373
296	0.346680553
297	0.346545227
298	0.3463981167
299	0.3462709379
300	0.3462285647
301	0.346154246
302	0.3461060753
303	0.3458752308
304	0.3457369235
305	0.3455954929
306	0.3454584572
307	0.3453206839
308	0.34522994
309	0.3451450874
310	0.3450303698
311	0.3449179914
312	0.3447749544
313	0.34470104
314	0.3445567672
315	0.3443960428
316	0.3443382611
317	0.3441285602
318	0.34388489
319	0.3437526508
320	0.3436937603
321	0.3436655766
322	0.3436045533
323	0.3435139005
324	0.3432825115
325	0.3431794121
326	0.3427921432
327	0.3427650285
328	0.3427014828
329	0.3425493866
330	0.3423670304
331	0.3422324495
332	0.3420999406
333	0.3419748826
334	0.3418846184
335	0.341814514
336	0.3415800324
337	0.3413875904
338	0.341324037
339	0.3413087344
340	0.3411697586
341	0.3411196643
342	0.3410233281
343	0.340760733
344	0.3407008505
345	0.340612529
346	0.3405206531
347	0.3404572834
348	0.3404152691
349	0.3401685136
350	0.3400458089
351	0.3399601287
352	0.3399070543
353	0.3396661386
354	0.3395277275
355	0.3393656639
356	0.3391744535
357	0.3389675934
358	0.3387801594
359	0.3385572033
360	0.3384797554
361	0.3383222786
362	0.3381632961
363	0.337972957
364	0.3379174618
365	0.3378178638
366	0.3377069026
367	0.3376637761
368	0.3375759994
369	0.3374772936
370	0.3373442987
371	0.3372386634
372	0.3370516989
373	0.3366893199
374	0.3364662904
375	0.3364421688
376	0.3363530904
377	0.3362372004
378	0.3358942952
379	0.3358546644
380	0.3357785126
381	0.3357090129
382	0.335679094
383	0.3355978041
384	0.335505132
385	0.3352990379
386	0.3352022993
387	0.3351332194
388	0.3349594182
389	0.3348751803
390	0.3346978005
391	0.3346643264
392	0.3345866325
393	0.3343723416
394	0.3341743716
395	0.3341343578
396	0.3340798672
397	0.3340291492
398	0.3339607059
399	0.3339302707
400	0.3337550234
401	0.3336723727
402	0.3336173369
403	0.3335619034
404	0.3334601652
405	0.3334323849
406	0.3333389478
407	0.3331509693
408	0.3328039695
409	0.3327454882
410	0.3326958961
411	0.3325480449
412	0.3324832218
413	0.3324168963
414	0.332337775
415	0.33222968
416	0.33217996
417	0.3319222621
418	0.3318186168
419	0.331731705
420	0.3316227964
421	0.3315336891
422	0.3314219366
423	0.3313744078
424	0.3313299412
425	0.3312657704
426	0.3311671951
427	0.3310804875
428	0.3309862613
429	0.3308651671
430	0.330769996
431	0.3307411001
432	0.3306161869
433	0.3305176502
434	0.3304546259
435	0.3304002068
436	0.3303267181
437	0.3301257726
438	0.3298576064
439	0.3297915339
440	0.3297190884
441	0.3293774994
442	0.3293569158
443	0.3292617817
444	0.3291821844
445	0.3290562175
446	0.3289799873
447	0.3286386209
448	0.328399572
449	0.3283097199
450	0.3281993426
451	0.3280405875
452	0.327956621
453	0.3278327286
454	0.3275601695
455	0.3275077634
456	0.327293858
457	0.3272123141
458	0.3271183822
459	0.3269500694
460	0.326915204
461	0.3268938533
462	0.3268228261
463	0.3267545229
464	0.3267067067
465	0.3266513487
466	0.3265318448
467	0.3264568665
468	0.326388479
469	0.326268991
470	0.3261599702
471	0.3260919495
472	0.3260731362
473	0.3260295394
474	0.3259711975
475	0.3257522346
476	0.325709522
477	0.3256667109
478	0.3255373055
479	0.3251509234
480	0.324951592
481	0.3246083681
482	0.3245120988
483	0.3244973782
484	0.324443628
485	0.3244020547
486	0.324120765
487	0.3240513917
488	0.3240073397
489	0.3239750671
490	0.323828506
491	0.3237599918
492	0.323745332
493	0.3236605253
494	0.3235527517
495	0.3234504774
496	0.323395155
497	0.3230938338
498	0.322961275
499	0.3228181248
500	0.3227397418
501	0.3227034771
502	0.3226253941
503	0.3223195491
504	0.3220794863
505	0.3220222063
506	0.321707314
507	0.321485343
508	0.321424186
509	0.321388258
510	0.3212391753
511	0.3211472492
512	0.3210506493
513	0.3209849652
514	0.3209330844
515	0.3208938528
516	0.3205926768
517	0.3204957156
518	0.3204017605
519	0.32010783
520	0.3198306432
521	0.3197629702
522	0.3197206959
523	0.3196663645
524	0.3196029201
525	0.3195137601
526	0.3194616154
527	0.3193641779
528	0.3192269298
529	0.3191580489
530	0.3189833188
531	0.3188415691
532	0.3187726851
533	0.3187135023
534	0.3186796948
535	0.3186413246
536	0.3184203495
537	0.3182153915
538	0.3181466304
539	0.3180281564
540	0.3179740021
541	0.3176124232
542	0.3173471433
543	0.3173173277
544	0.3173046281
545	0.317196133
546	0.3171071847
547	0.31703841
548	0.3169727191
549	0.3168089812
550	0.3167226736
551	0.3166595418
552	0.3166126553
553	0.3163463851
554	0.3162158428
555	0.3159138312
556	0.3158438381
557	0.3157983097
558	0.3156271145
559	0.3155145587
560	0.3154130318
561	0.3153783605
562	0.3150840783
563	0.3150284955
564	0.3147219339
565	0.3145868539
566	0.314435062
567	0.3143750825
568	0.3143541762
569	0.3142767116
570	0.3142330117
571	0.3141409328
572	0.3140607146
573	0.313792123
574	0.3137662974
575	0.313727164
576	0.3136996074
577	0.3136229182
578	0.3132946182
579	0.3132528285
580	0.3132101734
581	0.3131530805
582	0.3130675148
583	0.312921221
584	0.3128897352
585	0.3128175448
586	0.3127336988
587	0.3126785122
588	0.3126533245
589	0.3126298244
590	0.3124979934
591	0.3122831136
592	0.3120597754
593	0.3119206365
594	0.3116504097
595	0.311417174
596	0.3113960234
597	0.3113723018
598	0.3112640458
599	0.3110255324
600	0.3107594733
601	0.3106559432
602	0.3105357012
603	0.3104772229
604	0.3103989067
605	0.3103597578
606	0.3103205502
607	0.3102818922
608	0.3101603413
609	0.3101113107
610	0.3100430129
611	0.3100136891
612	0.309971348
613	0.3098737029
614	0.3098370438
615	0.3098019442
616	0.3096713672
617	0.3094140848
618	0.3091717355
619	0.3091401857
620	0.3090232702
621	0.3090116701
622	0.3089197367
623	0.3088555705
624	0.3087087528
625	0.3086965774
626	0.3086296364
627	0.3085465001
628	0.3082823971
629	0.3081472767
630	0.308131372
631	0.3080251846
632	0.3079439115
633	0.3078484543
634	0.3075900871
635	0.3073754431
636	0.3070754772
637	0.3068998581
638	0.3068847091
639	0.3068037995
640	0.3067811855
641	0.3067175081
642	0.3065726992
643	0.3063993824
644	0.3061620021
645	0.3060963935
646	0.3059600606
647	0.3059386432
648	0.3056373325
649	0.305541714
650	0.3055215522
651	0.305347231
652	0.3051508513
653	0.305124408
654	0.3049549582
655	0.3048564504
656	0.3045756296
657	0.3045108015
658	0.3043541942
659	0.3042975403
660	0.3042846361
661	0.3041561954
662	0.3040951912
663	0.3040401591
664	0.3039806869
665	0.3039190145
666	0.3039123857
667	0.3038633944
668	0.3036266246
669	0.3036206167
670	0.3035244436
671	0.3033017306
672	0.3030818793
673	0.3030499128
674	0.3028209151
675	0.3027867935
676	0.3025818373
677	0.3025232513
678	0.3025037416
679	0.302392458
680	0.3021285668
681	0.3021092054
682	0.3018124299
683	0.3017542921
684	0.3016715917
685	0.3016196616
686	0.3016035624
687	0.3014795421
688	0.3013677324
689	0.3013105523
690	0.3013036053
691	0.3011637032
692	0.3010748472
693	0.3009675594
694	0.3007542247
695	0.3005715876
696	0.3004995401
697	0.3004079427
698	0.3003821582
699	0.3001735683
700	0.3001434723
701	0.3000477703
702	0.3000360188
703	0.2999471428
704	0.2997417674
705	0.2997233078
706	0.2996671927
707	0.2995701377
708	0.299414884
709	0.2993631009
710	0.2993163978
711	0.2990749011
712	0.2987835761
713	0.2986626821
714	0.2984636043
715	0.2983001608
716	0.2982241925
717	0.2980901503
718	0.2980510144
719	0.2978540174
720	0.2977771462
721	0.2976687424
722	0.2976226778
723	0.2973955786
724	0.2973427919
725	0.2973359795
726	0.2971358514
727	0.2970708971
728	0.2969901491
729	0.2969269475
730	0.2967470411
731	0.2966006964
732	0.2964580308
733	0.2963418189
734	0.2961572809
735	0.2961436161
736	0.2960238031
737	0.2959718265
738	0.2957514777
739	0.2955630134
740	0.2954365378
741	0.2952452174
742	0.2950952464
743	0.2950127926
744	0.2947637388
745	0.2945774194
746	0.2944224576
747	0.2941338238
748	0.293968813
749	0.293894692
750	0.2938150115
751	0.2937598933
752	0.2935040903
753	0.2933584915
754	0.2933044628
755	0.2931956063
756	0.2930572367
757	0.2930123412
758	0.292842288
759	0.2926976886
760	0.2926445132
761	0.2924870173
762	0.2923234241
763	0.2920443112
764	0.2919886242
765	0.2918197586
766	0.2915863836
767	0.2913366674
768	0.2912847717
769	0.2912560642
770	0.2911867053
771	0.2911328099
772	0.2909913424
773	0.2908513523
774	0.2907579446
775	0.2906809806
776	0.2904380923
777	0.2903306305
778	0.2902573324
779	0.2902436331
780	0.2900597374
781	0.289940833
782	0.2898401516
783	0.2897686157
784	0.2897409376
785	0.2896536219
786	0.2895879438
787	0.289537383
788	0.2894890669
789	0.2892535107
790	0.2889937925
791	0.2889757604
792	0.2888052262
793	0.2886584527
794	0.288635671
795	0.2886281416
796	0.2884003148
797	0.2883013709
798	0.2882254425
799	0.2879947292
800	0.2879251363
801	0.2877889939
802	0.2875358275
803	0.2872467902
804	0.2871049762
805	0.2870797136
806	0.286831723
807	0.2866892724
808	0.2866832698
809	0.2866608411
810	0.2864634182
811	0.2864159406
812	0.2863308292
813	0.2861310612
814	0.2858800766
815	0.2858635941
816	0.2856951781
817	0.2854884756
818	0.2854337594
819	0.2852283929
820	0.285200163
821	0.2849091741
822	0.284860606
823	0.2846910792
824	0.284449247
825	0.2843923592
826	0.2843185168
827	0.284269045
828	0.284107122
829	0.2838923407
830	0.2838200729
831	0.2836040343
832	0.2834052641
833	0.2833347727
834	0.2832932927
835	0.2831096508
836	0.2828766077
837	0.2827691067
838	0.2825997019
839	0.2824091946
840	0.2822358098
841	0.282151812
842	0.2819835008
843	0.2819173784
844	0.2817389258
845	0.2817248898
846	0.281560736
847	0.2814469496
848	0.2813163885
849	0.2811439969
850	0.2809851042
851	0.2808604094
852	0.2807528593
853	0.2805164076
854	0.2805027668
855	0.2804062969
856	0.2801853428
857	0.280016516
858	0.2798479162
859	0.2797917601
860	0.2796481674
861	0.2795364501
862	0.2793267172
863	0.2792307505
864	0.2790762205
865	0.2788758374
866	0.2788296907
867	0.278650909
868	0.2785810901
869	0.2784198199
870	0.27827269
871	0.2781632446
872	0.2780664617
873	0.2778919877
874	0.2778682369
875	0.2776697815
876	0.2776089725
877	0.277563764
878	0.2775523215
879	0.2773411284
880	0.2772892149
881	0.2771448275
882	0.2769763589
883	0.2767734239
884	0.2765843328
885	0.2765043024
886	0.276469043
887	0.276400015
888	0.2762464493
889	0.2760739653
890	0.2758514407
891	0.275701725
892	0.2755375348
893	0.2753763908
894	0.2752798979
895	0.2751017096
896	0.274967029
897	0.2748768193
898	0.2747363054
899	0.2746213116
900	0.2745838688
901	0.2744472376
902	0.2743550583
903	0.2742778442
904	0.2741523363
905	0.273949994
906	0.2738344681
907	0.2737365146
908	0.2737222275
909	0.2735857345
910	0.2734177538
911	0.2734059333
912	0.2733853237
913	0.2732637634
914	0.2732288106
915	0.2731993566
916	0.2730790034
917	0.2729627234
918	0.2728418134
919	0.2727385726
920	0.2726796572
921	0.2725213863
922	0.2724001013
923	0.272355288
924	0.2722440722
925	0.2721677376
926	0.2721313936
927	0.2720370689
928	0.2718677586
929	0.2718488926
930	0.2717165811
931	0.271590046
932	0.271447424
933	0.2714337208
934	0.2712910154
935	0.271073705
936	0.2710542829
937	0.2709701551
938	0.2708774884
939	0.270673335
940	0.2705854901
941	0.2705170724
942	0.2703862341
943	0.2702596222
944	0.2701060774
945	0.2700620553
946	0.2700016285
947	0.269850309
948	0.2696627586
949	0.2695590904
950	0.2692587824
951	0.2691354737
952	0.2691290692
953	0.269019506
954	0.2687965442
955	0.2687745184
956	0.2686845215
957	0.2686652436
958	0.2685201864
959	0.2683365003
960	0.2681229159
961	0.2680748015
962	0.2680275268
963	0.2678146428
964	0.2676372353
965	0.2676200202
966	0.2676031992
967	0.2675967041
968	0.2673404546
969	0.2672987419
970	0.2672468812
971	0.2672388339
972	0.2671598818
973	0.2671547827
974	0.2670892771
975	0.2669690169
976	0.2669317145
977	0.266851893
978	0.2668373832
979	0.2668304924
980	0.2666896868
981	0.266644994
982	0.2664495151
983	0.2662969265
984	0.2662829377
985	0.2661149859
986	0.2660762199
987	0.2659574268
988	0.265883224
989	0.2658630944
990	0.2658042548
991	0.2657012439
992	0.2655987201
993	0.2653516526
994	0.2652778265
995	0.2652197572
996	0.2651422816
997	0.2651010161
998	0.2650843748
999	0.2650760211
